POPRES_ID	Source	Gender	Country_Self	Country_Mother	Country_Father	Country_MGF	Country_MGM	Country_PGF	Country_PGM	PrimaryLanguage	Wave	ContOrig	Region	Cluster	tagGPconsens	tagGPnodiscord	tagGP2_2	groups3	groups4	exRelated	exPCAout	FourGPequal	exNotEuro	exThinSwissUK	exMix
42083	Lausanne	M	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
42098	Lausanne	F	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
42125	Lausanne	F	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
42181	Lausanne	F	Turkey	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Turkey	Turkey	Turkey	EuropeESE	EuropeanESE	0	0	NA	0	0	0
42207	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
42214	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
42221	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
42378	Lausanne	M	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
42551	Lausanne	F	Switzerland	Italy	Italy	Italy	Italy	Italy	Italy	French	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
42555	Lausanne	M	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	French	4	European	European	European	Belgium	Belgium	Belgium	EuropeW	EuropeW	0	0	1	0	0	0
42570	Lausanne	F	Germany	Germany	Germany	Germany	Germany	Germany	Germany	German	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	1	0	0	0
42634	Lausanne	M	France	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
42724	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
42725	Lausanne	F	Hungary	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Hungary	Hungary	Hungary	EuropeE	EuropeNNE	0	0	NA	0	0	0
42727	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Italian	4	European	European	European	Switzerland	Swiss-Italian	Switzerland	EuropeS	EuropeS	0	0	1	0	0	0
42750	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
42888	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
42892	Lausanne	M	Portugal	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	NA	0	0	0
42944	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
42962	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
42967	Lausanne	F	Croatia	Serbia	Serbia	Serbia	Serbia	Serbia	Serbia	Serbo-Croatian	4	European	European	European	Serbia	Serbia	Serbia	EuropeSE	EuropeSE	0	0	1	0	0	0
43003	Lausanne	M	Angola	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
43011	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
43017	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
43075	Lausanne	M	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
43161	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
43166	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
43172	Lausanne	M	Czech Republic	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Czech Republic	Czech Republic	Czech Republic	EuropeE	EuropeNNE	0	0	NA	0	0	0
43217	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
43252	Lausanne	M	Czech Republic	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Czech Republic	Czech Republic	Czech Republic	EuropeE	EuropeNNE	0	0	NA	0	0	0
43320	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
43346	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
43397	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
43422	Lausanne	F	Switzerland	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
43467	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
43473	Lausanne	F	Bosnia-Herzegovina	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Bosnia-Herzegovina	Bosnia-Herzegovina	Bosnia-Herzegovina	EuropeSE	EuropeSE	0	0	NA	0	0	0
43529	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
43719	Lausanne	F	Switzerland	Germany	Switzerland	Germany	Germany	Germany	Germany	German	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	1	0	0	0
43791	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
43874	Lausanne	M	Italy	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Italian	4	European	European	European	Switzerland	Swiss-Italian	Switzerland	EuropeS	EuropeS	0	0	1	0	0	0
43963	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
43991	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
44002	Lausanne	F	Switzerland	Spain	Spain	Spain	Spain	Spain	Spain	Columbia	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
44017	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
44026	Lausanne	M	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
44075	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
44143	Lausanne	F	Poland	Poland	Poland	Poland	Poland	Poland	Poland	Polish	4	European	European	European	Poland	Poland	Poland	EuropeNE	EuropeNNE	0	0	1	0	0	0
44163	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
44207	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
44221	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
44334	Lausanne	F	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
44393	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
44406	Lausanne	M	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
44410	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
44434	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
44500	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
44544	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
44556	Lausanne	F	France	Italy	Italy	Italy	Italy	Italy	Italy	French	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
44633	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
44655	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
44722	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
44850	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
44868	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
44902	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
44942	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
44996	Lausanne	M	Switzerland	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
45019	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	French	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
45126	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
45151	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
45183	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
45193	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
45202	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
45258	Lausanne	M	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
45281	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
45291	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
45327	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
45407	Lausanne	F	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
45489	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
45501	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
45563	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
45674	Lausanne	F	Germany	Germany	Germany	Germany	Germany	Germany	Germany	German	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	1	0	0	0
45675	Lausanne	F	Russia	Russia	Russia	Russia	Russia	Russia	Russia	Russian	4	European	European	European	Russia	Russia	Russia	EuropeNE	EuropeNNE	0	0	1	0	0	0
45680	Lausanne	F	United Kingdom	United Kingdom	United Kingdom	United Kingdom	United Kingdom	United Kingdom	United Kingdom	English	4	European	European	European	United Kingdom	United Kingdom	United Kingdom	EuropeNW	EuropeNW	0	0	1	0	0	0
45725	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
45750	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
45769	Lausanne	F	Sweden	Sweden	Sweden	Sweden	Sweden	Sweden	Sweden	Swedish	4	European	European	European	Sweden	Sweden	Sweden	EuropeN	EuropeNNE	0	0	1	0	0	0
45849	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
45867	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
45879	Lausanne	F	Hungary	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Hungary	Hungary	Hungary	EuropeE	EuropeNNE	0	0	NA	0	0	0
45911	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
45953	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
46048	Lausanne	M	Netherlands	Netherlands	Netherlands	Netherlands	Netherlands	Netherlands	Netherlands	Dutch	4	European	European	European	Netherlands	Netherlands	Netherlands	EuropeC	EuropeC	0	0	1	0	0	0
46057	Lausanne	F	Germany	Germany	Germany	Germany	Germany	Germany	Germany	French	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	1	0	0	0
46128	Lausanne	M	Portugal	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	NA	0	0	0
46166	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
46258	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
46373	Lausanne	F	Turkey	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Turkey	Turkey	Turkey	EuropeESE	EuropeanESE	0	0	NA	0	0	0
46377	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
46416	Lausanne	F	Romania	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
46469	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
46529	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
46590	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
46656	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
46664	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
46707	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
46763	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
46852	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
46888	Lausanne	M	Germany	Germany	Germany	Germany	Germany	Germany	Germany	German	4	European	European	European	Germany	Germany	Germany	EuropeC	EuropeC	0	0	1	0	0	0
47033	Lausanne	M	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
47058	Lausanne	M	Macedonia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Macedonia	Macedonia	Macedonia	EuropeSE	EuropeSE	0	0	NA	0	0	0
47078	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
47093	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
47152	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
47219	Lausanne	F	Bosnia-Herzegovina	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Bosnia-Herzegovina	Bosnia-Herzegovina	Bosnia-Herzegovina	EuropeSE	EuropeSE	0	0	NA	0	0	0
47244	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
47276	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
47370	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
47384	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
47443	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
47488	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
47546	Lausanne	M	Austria	Austria	Austria	Austria	Austria	Austria	Austria	German	4	European	European	European	Austria	Austria	Austria	EuropeC	EuropeC	0	0	1	0	0	0
47581	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
47614	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
47633	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
47654	Lausanne	M	Netherlands	Netherlands	Netherlands	Netherlands	Netherlands	Netherlands	Netherlands	Dutch	4	European	European	European	Netherlands	Netherlands	Netherlands	EuropeC	EuropeC	0	0	1	0	0	0
47666	Lausanne	F	Congo	Belgium	Belgium	Belgium	Belgium	Belgium	Belgium	French	4	European	European	European	Belgium	Belgium	Belgium	EuropeW	EuropeW	0	0	1	0	0	0
47741	Lausanne	F	Greece	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Greece	Greece	Greece	EuropeSE	EuropeSE	0	0	NA	0	0	0
47795	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
47833	Lausanne	F	Switzerland	Italy	Italy	Italy	Italy	Italy	Italy	French	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
47920	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
47957	Lausanne	F	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
47973	Lausanne	M	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
48009	Lausanne	F	Yugoslavia	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Yugoslavia	Yugoslavia	Yugoslavia	EuropeSE	EuropeSE	0	0	NA	0	0	0
48015	Lausanne	F	Italy	Italy	Italy	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
48136	Lausanne	M	Mozambique	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
48240	Lausanne	F	France	Poland	Poland	Poland	Poland	Poland	Poland	French	4	European	European	European	Poland	Poland	Poland	EuropeNE	EuropeNNE	0	0	1	0	0	0
48445	Lausanne	F	Switzerland	Switzerland	Switzerland	Italy	Italy	Italy	Italy	Italian	4	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	1	0	0	0
48475	Lausanne	F	Sweden	Sweden	Sweden	Sweden	Sweden	Sweden	Sweden	Swedish	4	European	European	European	Sweden	Sweden	Sweden	EuropeN	EuropeNNE	0	0	1	0	0	0
48477	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
48642	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
48646	Lausanne	F	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	German	4	European	European	European	Switzerland	Swiss-German	Switzerland	EuropeC	EuropeC	0	0	1	0	0	0
48693	Lausanne	M	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	French	4	European	European	European	Switzerland	Swiss-French	Switzerland	EuropeW	EuropeW	0	0	1	0	0	0
48916	Lausanne	M	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
48993	Lausanne	F	Spain	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	NA	0	0	0
49013	Lausanne	F	France	France	France	France	France	France	France	French	4	European	European	European	France	France	France	EuropeW	EuropeW	0	0	1	0	0	0
49032	Lausanne	M	Hungary	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Hungary	Hungary	Hungary	EuropeE	EuropeNNE	0	0	NA	0	0	0
49060	Lausanne	M	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portugal	Portuguese	4	European	European	European	Portugal	Portugal	Portugal	EuropeSW	EuropeSW	0	0	1	0	0	0
49080	Lausanne	M	Spain	Spain	Spain	Spain	Spain	Spain	Spain	Spanish	4	European	European	European	Spain	Spain	Spain	EuropeSW	EuropeSW	0	0	1	0	0	0
49133	Lausanne	F	Italy	NA	NA	NA	NA	NA	NA	NA	3	European	European	European	Italy	Italy	Italy	EuropeS	EuropeS	0	0	NA	0	0	0
